region_name,competition_year,id,name,short_desc,long_desc,eligibility,video_url,created_at,updated_at,sponsors,entries
New South Wales,2021,246,MORE Public Spaces ,"How do we unlock underutilised government owned land and property to create new, high quality public space?","### The Challenge:

This problem statement seeks to find solutions that support our **‘MORE’** public spaces approach, specifically through unlocking underutilised government owned land and property to create new, high quality public space. NSW Government land and property owners are an important partner in achieving the Priority, both through place-based planning, delivery of public space and broader initiatives. There is the potential for under-utilised government land to be activated through ‘meanwhile’ or temporary uses until the property or land is needed for a future planned use, or to be used permanently as public space. Greening Grey infrastructure (storm water and other utilities) can also support this goal. 

Targeting interventions on government land for new public space for areas with lower access is also an opportunity. Concepts of shared use of government land and property are also being explored and trailed. The Department of Education's program ‘Share our Space’ is an excellent example for school grounds. Analysis, and innovative and cost-effective methods to understand where unlocking of land is feasible, will support “more” public space. 

### Background:

Quality green, open and public spaces are important to everyone. They are our free and publicly accessible parks, gardens and sports fields, walkable shady streets, libraries, museums and galleries, which form the heart of our communities. Our public spaces make life more welcoming and accessible. They delight and connect people. They support our health and well-being, environmental resilience and prosperous local economies. They’re at the heart of everyday life.

Public spaces are all places **publicly owned or of public use, accessible and enjoyable by all for free**. They include our **open spaces, public facilities (e.g. libraries, galleries, museums) and streets**. The quality of public space is a combination of its **physical form**, the **activities** that occur in the place and the **meaning** people associate with the place. 

The NSW Premier’s Priority Greener Public Spaces (the Priority) is to *increase the proportion of homes in urban areas within 10 minutes’ walk of quality green, open and public space by 10 percent by 2023*. To monitor the impact of the Priority we measure an increase in homes in urban areas that have improved access within 10 minutes’ walk (800m walking catchment) of a new or improved public space.  

To achieve the Priority, we are taking a “more, better, activated” approach, along with emphasising the resilience of public space as playing a key role in the “road to recovery” from recent disasters and the global COVID-19 pandemic. 

• **MORE:** identifying areas with lower access to public space, the Priority will target strategies that provide access to new quality public spaces in these areas
• BETTER: identifying areas with high access to public space, the Priority will target strategies that improve quality of public spaces in these areas 
• ACTIVATED: in all areas, the Priority will target strategies that increase activation 
• ROAD TO RECOVERY: Since 2019 we have also focused our work on the importance of public spaces in the resilience of communities to disasters such as bushfires, floods and the global COVID-19 pandemic. 

The Evaluation Tool for Public Space and Public Life, is the first resource in the new online Great Public Spaces Toolkit. It is a user-friendly resource that allows anyone to assess the quality of public spaces, its positive attributes, as well as areas for improvement. The NSW Public Spaces Charter is another key resource. The Charter, currently in draft form, can be used to guide planning, design, management and activation of public space. The Charter will be a resource for individuals, organisations and agencies responsible for public space.

### Additional Information:

On our webpage you will find more information about the Priority, along with current grant programs, case studies, ideas and opportunities for different types of public spaces - https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces

**Department of Planning, Industry and Environment data:** 

Our advice would be to think broadly and creatively about how DPIE’s data can be used. For these problem statements we don’t always have data that will provide the answers, and we use other forms of information, including reports and surveys when hard data is not available.

•	[Public Spaces location GIS layers](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address) on the ePlanning [Spatial Viewer](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address) – this dataset helps to understand the provision of public space in a given area. Click “Public Spaces” layers on in the legend on the Viewer to show the location of known open spaces and public facilities across NSW.
•	[ePlanning Data Portal](https://www.planningportal.nsw.gov.au/opendata/) – a one stop shop for a whole range of open data relevant to public spaces, including NSW Urban Vegetation Cover; Principal Planning Layers such as land zoning; Natural Hazard layers; Green Infrastructure layers including: NSW Heat Vulnerability Index; NSW Urban Heat Island and more. These datasets can be viewed alongside the Public Spaces layers on the [Spatial Viewer](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address) within the Portal.
•	[Government Property Index](https://www.planningportal.nsw.gov.au/development-assessment/government-property-index?linkId=118681870) – is a new resource that means you can now search and view NSW Government-owned land and property online. The index is available spatially as a layer via the [Spatial Viewer](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address). Information on government owned Crown Land is also available as layers on the Viewer. 
•	[Public Spaces Streets as Shared Spaces Engagement Report](https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0006/348027/Public-Spaces-Streets-as-Shared-Spaces-Engagement-Report.pdf) – includes results of survey aimed to provide the NSW Government with insight into the changing uses of public spaces as a result of the COVID-19 pandemic.
•	[Draft NSW Public Spaces Charter](https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0007/347740/Draft-NSW-Public-Spaces-Charter.pdf) – developed to support the planning, design, management and activation of public spaces in NSW. It identifies ten principles for quality public space, developed through evidence-based research and discussions with public space experts and community members.
•	[Great Public Spaces Toolkit](https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit) – including the [Evaluation Tool for Public Space and Public Life](https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit#evaluation-tool-for-public-space-and-public-life) can be used by anyone wanting to better understand a public space’s strengths or areas for improvement. The [Great Public Spaces Guide](https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit#great-public-spaces-guide), introduces the meaning of place and the elements that contribute to creating a great public facility, open space or street.

**Other Government agency datasets that may be of relevance:**

The other advice we would provide is that, more, better and activated public space is a cross cutting issue for the NSW Government. We have found that we often utilise other agency’s open data sources when we are looking to understand need and value of public space. 

•	Spatial Services [NSW Point of Interest (POI)](https://data.nsw.gov.au/data/dataset/nsw-points-of-interest-poi) web service provides the identification and location of a feature, service or activity that people may want to see, know about or visit.
•	Office of Local Government [Time Series](https://www.olg.nsw.gov.au/public/about-councils/comparative-council-information/your-council-report/) datasets, including data on Population per hectare of open space.
•	NSW Health [HealthStats](http://www.healthstats.nsw.gov.au/Indicatorgroup/TopicIndicatorGroups), including on topics such as Physical Activity Levels.
•	Transport for NSW [Open data portal](https://opendata.transport.nsw.gov.au/)
•	NSW Bureau of Crime Statistics and Research [Crime Statistics](https://www.bocsar.nsw.gov.au/Pages/bocsar_crime_stats/bocsar_crime_stats.aspx) data.
•	ABS 2016 [Census products](https://www.abs.gov.au/census/find-census-data/more-products), including Mesh block counts on population and dwellings, and Socio-Economic Indexes for Areas (SEIFA). 
•	National Recovery and Resilience Agency disaster-related [datasets](https://data.gov.au/data/organization/nbra), including for the March 2021 floods and 2019-20 bushfires.
•	Greater Sydney Commission [Greater Sydney Green Grid](https://www.greater.sydney/metropolis-of-three-cities/sustainability/city-its-landscape/green-grid-links-parks-open-spaces) – The Green Grid connects communities to the landscape. It is a long-term vision for a network of high quality green areas. 
•	Greater Sydney Commission documents including the [Greater Sydney Region Plan](https://www.greater.sydney/metropolis-of-three-cities), [Women’s Safety Charter](https://www.greater.sydney/thought-leadership/womens-safety-charter)
•	[Public Libraries in New South Wales Directory](https://www.sl.nsw.gov.au/public-library-services/about-public-library-services/find-public-library-nsw)

**Presentation at the New South Wales Connections Event:**

•	[Conversation with Vanessa Gordon (Director of Place from the Department of Planning, Industry and Environment)](https://youtu.be/UpKmHWfcQNc?t=612)

**Image credit:** Wendy Whiteley’s Garden transformed an underutilised area of land for the community, Department of Planning, Industry and Environment
","",https://www.youtube.com/embed/cWnY8UnQcdY,2021-08-19 00:48:29 +1000,2021-08-20 15:35:34 +1000,"[""NSW Department of Planning, Industry and Environment""]",9
New Zealand,2021,278,Most creative use of open data,"This challenge is about being as creative as you possibly can be using any open data available under any of this year’s themes. Think outside the box and create!
","","","",2021-08-20 15:08:51 +1000,2021-08-20 16:00:21 +1000,"[""Light + Vessel""]",6
Western Australia,2021,271,Most outstanding benefit to the residents of Fremantle,How can we use Open Data to most benefit residents of Fremantle?,Take any dataset and use it to create something that will benefit the residents of Fremantle.,Must use at least one open dataset.,"",2021-08-20 13:58:29 +1000,2021-08-20 13:58:29 +1000,"[""City of Fremantle""]",3
Tasmania,2021,258,Most outstanding benefit to the residents of Tasmania,"How can we use Open Data to most benefit residents of Tasmania?
",Take any Tasmanian dataset and use it to create something that will benefit the residents of Tasmania.,Must use Tasmanian data.,"",2021-08-19 18:08:00 +1000,2021-08-20 01:15:26 +1000,"[""Tasmanian Government Department of Premier and Cabinet""]",6
Australia,2021,234,Our financial future,"How might we use publicly available data to safeguard citizens’ financial future?
","Depending on their stage in life, Australian’s financial future can feel precarious at times – when will I pay off my education debts; will I ever have enough money to retire; how can I make the most of my financial situation? Using available government data, is there a way for Australians to have peace of mind about their financial future?
","","",2021-08-18 23:34:11 +1000,2021-08-20 00:38:06 +1000,"[""Australian Taxation Office""]",11
Australia,2021,263,Reimagining Digital Government Services,"How can we re-imagine digital government services in Australia to enable a seamless experience for people of all abilities.
","The rapid digitalisation in the last 18-months due to the global health crisis has required the government to enable digital government services to extend important services to citizens.  

The global health crisis has seen people gravitate towards digital government services whether by necessity or choice. Citizens expect the government to enable best in class digital government services for people of all abilities. It’s important for these services to be accessible, responsive, transparent, secure, and importantly connected, enabling a seamless experience.  

While working on this challenge, participants are expected to reimagine digital government services and how these could be better made available to citizens by seamlessly integrating services that support people’s needs across life events. Participants will need to think of ideas to deliver digital government services that are simple and personalised across multiple agencies. 

The solutions will need to look at accessibility, responsiveness, security, privacy, transparency, and importantly enable a unified experience. For instance, a seamless experience would entail that the system pre-fills and submits your forms when you request it, pre-assesses your eligibility, and makes automatic payments. All this by enabling secure exchange of data and protecting privacy. 

The solution needs to look at connecting government services behind the scenes and offer the consumer a seamless way to get what they need and when they need it.

### Additional Information:

**Image credit:** Infosys
 
",Must use at least one open dataset.,"",2021-08-20 11:24:20 +1000,2021-08-20 11:25:00 +1000,"[""Infosys""]",25
Queensland,2021,256,Rethinking Education,"With COVID-19, we have had to re-think education. How can we provide a better and safer education using digital technologies that complement and enhance on campus experiences?
",We encourage you to think broadly for this challenge and explore the datasets available in the Resources section of Hackerspace.,"","",2021-08-19 17:39:39 +1000,2021-08-20 00:59:19 +1000,"[""The University of Queensland""]",3
Queensland,2021,268,Road Safety,What can we do to minimise the number of road crashes on Queensland roads?,"In 2020, over 270 people tragically lost their lives on Queensland roads and thousands more were injured.  

What can we learn from road crash data and other data, for example, police and weather data to reduce the risks for road users and motorists on Queensland roads?    

Use data from the Queensland Open Data Portal, data.qld.gov.au, to formulate your response!

### Additional Information:

**Additional links:**
• [data.qld.gov.au](https://www.data.qld.gov.au/)
• https://www.data.qld.gov.au/article/news-and-events/govhack-2021",Must use at least one dataset from data.qld.gov.au. ,"",2021-08-20 12:50:26 +1000,2021-08-20 12:52:03 +1000,"[""Queensland Government""]",12
New South Wales,2021,245,ROAD TO RECOVERY Public Spaces,"How do we build confidence in the community to use public spaces to support economic, social, cultural and environmental recovery, whether in response to Covid-19, or other disasters such as recent bushfires and floods?
","### The Challenge:

This problem statement seeks to find solutions that support our **‘ROAD TO RECOVERY’** public spaces approach. We are interested in understanding how we better utilise public spaces as an enabler for community resilience, and economic, social, cultural and environmental recovery.

In late 2019 record-breaking temperatures and months of drought fuelled a series of bushfires that in NSW affected more than five million hectares of the State. In March 2021 floods across NSW saw communities evacuated, with extensive damage to homes, infrastructure, as well as natural environments and public space. And, in early 2020 the COVID-19 pandemic meant we were not able to leave our homes apart from essential reasons for extended periods, with ongoing outbreaks disrupting the way of life for so many. 

What we have also seen around the world is, a heightened awareness of the value of public space for community resilience. Public spaces are helping people to stay healthy and physically distanced in their local communities. They play a critical role in supporting local businesses and economies, and disaster-affected communities, to bounce back; and in fostering a renewed sense of belonging and place attachment. 

### Background:

Quality green, open and public spaces are important to everyone. They are our free and publicly accessible parks, gardens and sports fields, walkable shady streets, libraries, museums and galleries, which form the heart of our communities. Our public spaces make life more welcoming and accessible. They delight and connect people. They support our health and well-being, environmental resilience and prosperous local economies. They’re at the heart of everyday life.

Public spaces are all places **publicly owned or of public use, accessible and enjoyable by all for free**. They include our **open spaces, public facilities (e.g. libraries, galleries, museums) and streets**. The quality of public space is a combination of its **physical form**, the **activities** that occur in the place and the **meaning** people associate with the place. 

The NSW Premier’s Priority Greener Public Spaces (the Priority) is to *increase the proportion of homes in urban areas within 10 minutes’ walk of quality green, open and public space by 10 percent by 2023*. To monitor the impact of the Priority we measure an increase in homes in urban areas that have improved access within 10 minutes’ walk (800m walking catchment) of a new or improved public space.  

To achieve the Priority, we are taking a “more, better, activated” approach, along with emphasising the resilience of public space as playing a key role in the “road to recovery” from recent disasters and the global COVID-19 pandemic. 

• MORE: identifying areas with lower access to public space, the Priority will target strategies that provide access to new quality public spaces in these areas
• BETTER: identifying areas with high access to public space, the Priority will target strategies that improve quality of public spaces in these areas 
• ACTIVATED: in all areas, the Priority will target strategies that increase activation 
• **ROAD TO RECOVERY:** Since 2019 we have also focused our work on the importance of public spaces in the resilience of communities to disasters such as bushfires, floods and the global COVID-19 pandemic. 

The Evaluation Tool for Public Space and Public Life, is the first resource in the new online Great Public Spaces Toolkit. It is a user-friendly resource that allows anyone to assess the quality of public spaces, its positive attributes, as well as areas for improvement. The NSW Public Spaces Charter is another key resource. The Charter, currently in draft form, can be used to guide planning, design, management and activation of public space. The Charter will be a resource for individuals, organisations and agencies responsible for public space.

### Additional Information:

On our webpage you will find more information about the Priority, along with current grant programs, case studies, ideas and opportunities for different types of public spaces - https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces

**Department of Planning, Industry and Environment data:** 

Our advice would be to think broadly and creatively about how DPIE’s data can be used. For these problem statements we don’t always have data that will provide the answers, and we use other forms of information, including reports and surveys when hard data is not available.

•	[Public Spaces location GIS layers](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address) on the ePlanning [Spatial Viewer](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address) – this dataset helps to understand the provision of public space in a given area. Click “Public Spaces” layers on in the legend on the Viewer to show the location of known open spaces and public facilities across NSW.
•	[ePlanning Data Portal](https://www.planningportal.nsw.gov.au/opendata/) – a one stop shop for a whole range of open data relevant to public spaces, including NSW Urban Vegetation Cover; Principal Planning Layers such as land zoning; Natural Hazard layers; Green Infrastructure layers including: NSW Heat Vulnerability Index; NSW Urban Heat Island and more. These datasets can be viewed alongside the Public Spaces layers on the [Spatial Viewer](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address) within the Portal.
•	[Government Property Index](https://www.planningportal.nsw.gov.au/development-assessment/government-property-index?linkId=118681870) – is a new resource that means you can now search and view NSW Government-owned land and property online. The index is available spatially as a layer via the [Spatial Viewer](https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address). Information on government owned Crown Land is also available as layers on the Viewer. 
•	[Public Spaces Streets as Shared Spaces Engagement Report](https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0006/348027/Public-Spaces-Streets-as-Shared-Spaces-Engagement-Report.pdf) – includes results of survey aimed to provide the NSW Government with insight into the changing uses of public spaces as a result of the COVID-19 pandemic.
•	[Draft NSW Public Spaces Charter](https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0007/347740/Draft-NSW-Public-Spaces-Charter.pdf) – developed to support the planning, design, management and activation of public spaces in NSW. It identifies ten principles for quality public space, developed through evidence-based research and discussions with public space experts and community members.
•	[Great Public Spaces Toolkit](https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit) – including the [Evaluation Tool for Public Space and Public Life](https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit#evaluation-tool-for-public-space-and-public-life) can be used by anyone wanting to better understand a public space’s strengths or areas for improvement. The [Great Public Spaces Guide](https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit#great-public-spaces-guide), introduces the meaning of place and the elements that contribute to creating a great public facility, open space or street.

**Other Government agency datasets that may be of relevance:**

The other advice we would provide is that, more, better and activated public space is a cross cutting issue for the NSW Government. We have found that we often utilise other agency’s open data sources when we are looking to understand need and value of public space. 

•	Spatial Services [NSW Point of Interest (POI)](https://data.nsw.gov.au/data/dataset/nsw-points-of-interest-poi) web service provides the identification and location of a feature, service or activity that people may want to see, know about or visit.
•	Office of Local Government [Time Series](https://www.olg.nsw.gov.au/public/about-councils/comparative-council-information/your-council-report/) datasets, including data on Population per hectare of open space.
•	NSW Health [HealthStats](http://www.healthstats.nsw.gov.au/Indicatorgroup/TopicIndicatorGroups), including on topics such as Physical Activity Levels.
•	Transport for NSW [Open data portal](https://opendata.transport.nsw.gov.au/)
•	NSW Bureau of Crime Statistics and Research [Crime Statistics](https://www.bocsar.nsw.gov.au/Pages/bocsar_crime_stats/bocsar_crime_stats.aspx) data.
•	ABS 2016 [Census products](https://www.abs.gov.au/census/find-census-data/more-products), including Mesh block counts on population and dwellings, and Socio-Economic Indexes for Areas (SEIFA). 
•	National Recovery and Resilience Agency disaster-related [datasets](https://data.gov.au/data/organization/nbra), including for the March 2021 floods and 2019-20 bushfires.
•	Greater Sydney Commission [Greater Sydney Green Grid](https://www.greater.sydney/metropolis-of-three-cities/sustainability/city-its-landscape/green-grid-links-parks-open-spaces) – The Green Grid connects communities to the landscape. It is a long-term vision for a network of high quality green areas. 
•	Greater Sydney Commission documents including the [Greater Sydney Region Plan](https://www.greater.sydney/metropolis-of-three-cities), [Women’s Safety Charter](https://www.greater.sydney/thought-leadership/womens-safety-charter)
•	[Public Libraries in New South Wales Directory](https://www.sl.nsw.gov.au/public-library-services/about-public-library-services/find-public-library-nsw)

**Presentation at the New South Wales Connections Event:**

•	[Conversation with Vanessa Gordon (Director of Place from the Department of Planning, Industry and Environment)](https://youtu.be/UpKmHWfcQNc?t=612)

**Image credit:** Centennial Park during COVID-19, Damien Carroll, Department of Planning, Industry and Environment
","",https://www.youtube.com/embed/7BeR6ZIlg18,2021-08-19 00:13:07 +1000,2021-08-20 15:33:11 +1000,"[""NSW Department of Planning, Industry and Environment""]",13
Victoria,2021,243,Safeguarding citizens privacy and ownership of their personal data,"How might we build telemetry and data insights without compromising citizen privacy?
","The pandemic has seen a massive shift to government digital services. Increasing amounts of personal data are required from citizens to support the pandemic response like QR code contact tracing apps, post vaccine surveys and business support grants.

How might the Victorian Government improve and safeguard citizens privacy and ownership of their personal data?
",Participants must use one or more datasets from Data.Vic.,"",2021-08-19 00:08:07 +1000,2021-08-20 01:26:09 +1000,"[""Department of Premier and Cabinet, Victoria""]",7
New Zealand,2021,274,Solar Panel AI: How can we encourage citizens and businesses to move to cleaner energy?,"The goal is to identify and segment all the building roofs of a city and identify which way they are facing (a roof could be segmented by identifying the ridgeline). This information could be later on stored into a GIS and be queried to filter all the roofs facing a certain orientation to the sun. It is important that we optimize sun exposure for north facing roofs. This information will help energy companies, councils and others to identify where solar panels could be installed and evaluate the potential in the city.
","How can we encourage citizens and businesses to move to cleaner energy?

Councils want to work with residents and business owners to look at areas to activate where solar can be of benefit. It is especially important to cross-reference this against social-economic data, so the best roofs fit the people most in need, for subsidising, etc. The council wants the city to have energy independence and also consume clean energy, eg. help people move off wood burners.

Council and the public thus have this open data, together working to a solution.

How can we encourage citizens and businesses to move to solar?


### Additional Information:

Below are examples of how you might wish to approach this challenge. Please use this as an example only and not as guidance.

**For example:**

ONE - Provide a city manager’s city-wide dashboard for the area potential of all north facing roofs:

• Cross-reference the dashboard with lower socioeconomic areas of the city
• Make the direction an adjustable parameter +/- North (the sun is not perfectly aligned with North)

TWO - Provide a citizen interface to take their home address and analyze their roof to indicate their north facing area and if they are available for subsidy (in lower socioeconomic area)

• Provide a mock contact to ECan submission form with their details to look at different options for a subsidised solar scheme

THREE - Exclude any roofs already that have solar installed

FOUR - Identify any roofs with a chimney installed

**Tools**

The technical stuff.

You have the choice of using the Trimble AI / Machine Learning tools to help solve this challenge! Everything you need to analyse a roof image, what pixel is what for the neutral network and training engine. Here is a [link to the Trimble AI - Getting Started Guide](https://docs.google.com/document/d/1G9l-adikYpykokh6q3bcrlBPz7EGgFgvl3NMCdVqSjY/edit). We have Trimble technical mentors online over the weekend to help answer your questions.

",At least one team member must be able to attend and present your challenge at the Te Pae Technology Expo in Oct 2021 if selected.,"",2021-08-20 14:44:10 +1000,2021-08-21 11:10:27 +1000,"[""UC Business School Te Kura Umanga"", ""Smart Christchurch "", ""Trimble""]",0
Queensland,2021,253,Sustainable Moreton Bay (QLD),"How can we create a diverse and flourishing planet for generations to come?
","Using Open Data from a variety of sources, help us create a sustainable future and protect our local flora and fauna. Ideas and examples could include tracking and monitoring the health of our local Koalas (some great data on this topic!), circular economy solutions, urban heat island effect, through to climate change mitigation strategies.  All ideas welcome, and remember to focus on our region!

This is one of three Moreton Bay specific challenges put together by a consortium of business, education and government organisations, all passionate about our local region.  We will have a group of USC Moreton Bay students participating on campus at Petrie Mill alongside local innovators, and we encourage you to join with them in putting a spotlight on our region.

### Additional Information:

**Useful links:**

• Council has been tracking Koalas at Petrie Mill for a number of years, and has data sets available that provide location and count information
• Council has a number of climate sensors around the region
• BOM has a weather station at Redcliffe which can be accessed for free via [BOM.gov.au](http://reg.bom.gov.au/fwo/IDQ60901/IDQ60901.95591.json)
• https://datahub.moretonbay.qld.gov.au","Open to everyone, preference will be given to those providing solutions using at least one local Moreton Bay data set.","",2021-08-19 14:01:40 +1000,2021-08-20 01:04:33 +1000,"[""Moreton Bay Regional Council""]",8
Tasmania,2021,259,The best use of Tasmanian Heritage Data,"How can we use data to showcase Tasmania’s history, people and stories?
","Using Tasmanian heritage data, build a solution that showcases Tasmania’s history, people and stories.

### Additional Information:

**Additional links:**
• https://libraries.tas.gov.au/archive-heritage/Pages/default.aspx",Must use Tasmanian data.,"",2021-08-19 18:09:52 +1000,2021-08-20 01:14:37 +1000,"[""Tasmanian Government Department of Premier and Cabinet""]",3
Tasmania,2021,260,The best use of Tasmanian Spatial Data,"How can you use Tasmanian spatial data to improve life for Tasmanian residents or businesses?
",In this challenge we encourage you to analyse and put to best use Tasmanian spatial data.,Must use Tasmanian data.,"",2021-08-19 18:10:54 +1000,2021-08-20 01:12:34 +1000,"[""Tasmanian Government Department of Premier and Cabinet""]",3
Victoria,2021,270,The cost of water,How can we use data to achieve an equitable way of distributing the costs of providing clean water to residents?,"Clean water is an essential service, and yet for many, water bills are a big burden.

In our cities, the current model is that charges for water usage and the provision of water is charged equally to residential properties. It doesn’t take into account factors such as the number of people living in a property, what the water is being used for, or any other factors around how, when, and where that water is being used.

Is there a fairer way to distribute the costs of providing clean water to residents? Can we use data to better share the costs of clean water so that everyone has access to this essential right?
",Must use at least one open dataset.,"",2021-08-20 13:22:11 +1000,2021-08-20 15:47:03 +1000,"[""Melbourne Water""]",6
South Australia,2021,273,The digital future of agriculture,"How might we use data and digital technology to make agriculture more sustainable, more ethical, and more efficient?","The agriculture sector has long embraced technology such as self-driving tractors and satellite imaging of farms.

There is an opportunity to use more data and technology to help solve some of the issues faced by farmers in Australia. For example:

•	Rising costs of running a farm
•	Market volatility
•	Climate volatility
•	Increasing consumer interest in where and how food is produced
•	Global competition
•	Pest, disease and weed damage
•	Difficulty attracting labour to farms
•	Natural disasters
•	Difficulty accessing affordable finance

How can you use data and technology to solve one or more of the above (or other) challenges within the agricultural space?
",Must use at least one open dataset.,"",2021-08-20 14:34:57 +1000,2021-08-20 14:35:50 +1000,"[""GovHack Australia Limited""]",16
Australian Capital Territory,2021,239,The Electric Vehicle Future,"How do we help people go green?
","Now that Canberra is powered by 100% renewable electricity, private transport remains a large source of carbon emissions for the territory. Zero emissions vehicles provide a solution to this problem, but how do we encourage and empower people to make the switch? 

The ACT has adopted the target of net zero emissions by 2045, but to achieve this we must start to transition private transport to zero emissions vehicles (ZEVs) as soon as possible. 

Is the current uptake of ZEVs fast enough, and what are the barriers to uptake of ZEVs? Does the ACT have the required infrastructure to decarbonise private transport, and if not what needs to be added? How will wide adoption electric vehicles affect the demands on the electricity grid?
","Must use at least one ACT Government data set, either from the Open Data Portal (data.act.gov.au) or the Geospatial Catalogue (actmapi-actgov.opendata.arcgis.com).","",2021-08-18 23:54:44 +1000,2021-08-20 00:47:48 +1000,"[""ACT Government""]",3
New Zealand,2021,281,The future of industry in regional New Zealand ,"In an increasingly digital world, technological changes, innovation and the future of work are shaping the future of New Zealand’s industry sectors, particularly in our regions. Furthermore the transition to a clean, green and carbon-neutral New Zealand will transform how we do business. Using historical data and trends, can we determine what sectors may be the big players in regional Aotearoa in the next 10 years and where investment should be made today?","","","",2021-08-20 15:36:05 +1000,2021-08-20 16:01:29 +1000,"[""Whanganui and Partners""]",2
Australian Capital Territory,2021,238,The future of transport,"How does transport need to change in the digital age?
","The COVID-19 pandemic has seen a huge shift to remote work and virtual collaboration, changing how and when people travel across the city. As we move towards a new normal of flexible working options, how do we make sure that public transport in Canberra meets the demands of the future? How have journey patterns changed already and how might they change in the years to come? 

As working remotely becomes more common, the way people move around the city will change. Transport solutions which are designed for commuters might have to change dramatically. 

How much change in public transport usage have we seen in the last 18 months, and how much should we expect in the next 10 years? How can the ACT plan for this change and what transport solutions will be required? 
","Must use at least one ACT Government data set, either from the Open Data Portal (data.act.gov.au) or the Geospatial Catalogue (actmapi-actgov.opendata.arcgis.com).","",2021-08-18 23:53:06 +1000,2021-08-20 00:48:38 +1000,"[""ACT Government""]",4
Victoria,2021,242,Transport - Transitioning to COVID-Normal,"How do we better understand the transport options available to support people getting back to work and school as we transition to COVID-Normal, as well as learn more about impacts and opportunities for the broader transport system and associated services (logistics, freight, parking, infrastructure etc)?
","COVID-19 and the various measures put in place to combat its spread have had an impact on the mobility of people across the spectrum of transportation modes, including short-term commuter mode-shift from public transport towards cars. These impacts have had a flow on effect for economic activities and supply chains across the country. If current changes to travel patterns become more entrenched there may be longer-term implications for congestion, productivity, emissions, and the efficient use of transport assets.

Given the various unknowns about the short-term and long-term effects, what are the opportunities to support the sustainability of all transport sectors.
",Participants must use one or more datasets from Data.Vic.,"",2021-08-19 00:05:08 +1000,2021-08-20 01:27:12 +1000,"[""Department of Premier and Cabinet, Victoria""]",7
New Zealand,2021,279,Using AgTech to tackle climate change ,"New Zealand's economy relies on our environment and the primary production it supports, such as farming, forestry, and fishing. However climate change will affect what and how much New Zealand can grow or harvest, both on land and in the sea. How could Agricultural technology (AgTech) and open data work together to help Aotearoa be future-ready for the changes to come?","","","",2021-08-20 15:14:06 +1000,2021-08-20 16:00:42 +1000,"[""Proaxiom""]",1
New South Wales,2021,250,Water information without borders,"How do we better bring together information about our water systems across states borders?
","Our Eastern Australian water systems run across a number of states. We seek new thinking and creative ideas to innovative ways of bringing the vast amount of available and information together to give Water customers in NSW better information about the entire river system.  Data and information is available from different state jurisdictions, agencies and organisation to understand water availability, storage, forecasts, plans and more. How would you bring this together?


### Additional Information:

**Useful link:** https://www.chiefscientist.nsw.gov.au/independent-reports/water-data-review

**Image credit:** Department of Planning, Industry and Environment 
","","",2021-08-19 01:39:44 +1000,2021-08-20 17:34:03 +1000,"[""NSW Department of Planning, Industry and Environment""]",8
Australian Capital Territory,2021,240,Wellbeing in the ACT,"How do we safeguard the wellbeing of Canberrans?
","Canberra has seen lots of challenges recently – from bushfires to hail to the COVID-19 pandemic, the wellbeing of Canberrans will be affected. The ACT Government has now committed to measuring Wellbeing with a series of quantitative indicators – but how do we make sure that we look after our community in these hard times? Can we work out what are the biggest predictors of high wellbeing? 

The ACT Government released the Wellbeing Framework and Indicators in 2021 to provide a way to measure progress in Canberra more broadly than traditional economic measures. These data already show that major events like the bushfires can have a negative effect on the wellbeing of Canberrans, and we know that lockdowns due to the pandemic will also affect the community. 

How do we use data to best understand the wellbeing of the Canberra community, and how do we know what are the best ways to protect it during emergencies? Are there particular protective factors or risk factors that are especially important to manage? And how do we predict how wellbeing of Canberrans might change in the future? ","Must use at least one ACT Government data set, either from the Open Data Portal (data.act.gov.au) or the Geospatial Catalogue (actmapi-actgov.opendata.arcgis.com).","",2021-08-18 23:55:26 +1000,2021-08-20 00:46:42 +1000,"[""ACT Government""]",3
